ProjectName,QuestionID,LongLabel,ShortLabel
PTE479AG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE480AG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE485AG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE514AK,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE532AJ,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE549N,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE550N,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE585AD,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE602BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE603BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE604BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE606BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE610BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE612BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE613BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE614BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE615BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE616BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE619BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE621BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE624BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE627BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE628BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE630BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE631BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE632BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE633BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE639BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE643BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE644BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE647BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE651BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE652BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE653BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE654BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE655BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE659BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE662BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE663BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE664BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE665BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE672BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE673BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE674BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE675BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE676BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE677BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE678BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE679BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE680BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE681BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE682BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE683BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE685BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE688BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE689BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE690BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE691BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE692BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE695BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE742BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE772BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE774BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE775BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE777BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE780BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE783BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE784BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE785BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE786BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE787BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE788BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE789BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE790BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE791BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE792BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE793BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE794BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE799BG,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE813X,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE838W,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE847W,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE848W,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE851AJ,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE862T,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE863Y,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE869X,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE870X,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE873W,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE934T,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE966BE,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE971T,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE974T,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE978T,HE11T,,"During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?"
PTE018BE,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE096BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE097BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE106BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE115BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE127BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE138R,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE167BL,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1A1N,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1B1M,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1C5M,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1G5D,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1J1I,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1J3I,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1K2J,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1K3I,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1Q1H,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1S2F,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1S7F,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1S8I,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1U6F,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1W9D,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE1X1D,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE212R,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE219R,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE2B9A,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE2D3A,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE316AF,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE371AP,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE380AO,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE424R,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE434AB,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE440O,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE472AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE473AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE474AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE475AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE476AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE477AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE478AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE479AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE480AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE485AG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE514AK,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE532AJ,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE549N,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE550N,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE585AD,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE602BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE603BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE604BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE606BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE610BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE612BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE613BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE614BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE615BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE616BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE619BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE621BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE624BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE627BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE628BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE630BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE631BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE632BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
PTE633BG,HE1C,,"When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?"
