"","QuestionID","ShortLabel","freq"
"315","Q31_1","(IF YES, READ) When I tell you to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",11
"316","Q31_1","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"317","Q31_1","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"318","Q31_1","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"319","Q33","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there anyone or anything that made <TS002> stay at the hospital extra special? "". Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"320","QP16","If the need rose again, how likely would you be to return to Delano [PRONOUNCED: duh-lay-no] Regional Emergency Room? Would you be Very likely, Somewhat likely, Not too likely or Not at all likely?",1
"321","QP18B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about <TS002> recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"322","QP18B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about your recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"323","QP18B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What was the one thing <TS003> liked most about <TS102> recent visit at <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE SAY) Can I have you hold for one moment please?",1
"324","SC12","During this visit, did <TS003> need medicine for pain?",1
"325","SC15","During this <SC4> visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",4
"326","SC15","During this <SC4> visit, <TS010> given any medicine that <TS021> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",1
"327","SC15","During this <TSFAC> visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",1
"328","SC15","During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",152
"329","SC15","During this emergency room visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",2
"330","SC1HA","Were you transported to the hospital by ambulance? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",2
"331","SC1HA","Were you transported to the hospital by amublance?",1
"332","SC5","",294
"333","SC6","I would like to confirm that <TS001> treated by <SC4> in the Emergency Room at <SC1> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",2
"334","SC6","I would like to confirm that <TS001> treated in <MBOTX>'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",69
"335","SC6","I would like to confirm that <TS001> treated in <MBOTX> (PRONOUNCED: dih-Moyn)'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"336","SC6","I would like to confirm that <TS001> treated in <MBOTX> (PRONOUNCED: Flah-jhay)'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"337","SC6","I would like to confirm that <TS001> treated in <SC1>'s <SC4> by <SC4D> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"338","SC6","I would like to confirm that <TS001> treated in <SC1>'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",212
"339","SC6","I would like to confirm that <TS001> treated in <SC1>'s Emergency Department on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",4
"340","SC6","I would like to confirm that <TS001> treated in <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",2
"341","SC6","I would like to confirm that <TS001> treated in the Emergency Department on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"342","SC6","I would like to confirm that <TS001> treated in Trinity Health's Emergency Department by <SC4D> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"343","SC7A","Did <TS003> have any x-rays during this visit?",1
"344","SC7A","Did <TS003> have any X-rays or radiology services during this visit?",6
"345","SC7A","During your visit, did you receive X-ray or radiology services?",3
"346","SC7BR","Did <TS003> receive Breathing Treatment services during this visit?",4
"347","SC7E","During this emergency department visit, did <TS003> recieve a walker, cane, or crutch?",1
"348","SC7I","During your ED visit, did <TS003> have any imaging services (X-ray, Ultrasound, CT, Nuclear Medicine, or MRI)? Please ONLY consider your visit on <SCMTH> <SCDAY>, <SCYR>.",1
"349","SC7Q","Did <TS003> have any lab tests during this visit?",4
"350","SC7TB","<TS103> diagnosed with a stroke or TIA?",1
"351","SCE15","During this emergency room visit, <TS010> given any medicine that <TS023> had not taken before?",134
"352","SE12A","During this emergency room visit, did <TS003> have any pain? Would you say Yes, definitely, Yes, somewhat, or No?",134
"353","SE4FC","During this emergency room visit, did <TS003> have a blood test, X-ray, or any other test?",134
"354","V17B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Why would you not recommend this emergency department to your friends and family?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"355","V17B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please comment on why you feel this way?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"356","V17B","(IF YES, READ) When I tell you to start, please let us know the reason you would not recommend this hospital to friends and family. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"357","V3031","(IF YES, READ) I'll tell you when to begin your comment. The question is ""Would you like to give the hospital any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"358","V3031","(IF YES, READ) I'll tell you when to begin your comment. The question is ""Would you like to give the hospital feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"359","V3031","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the emergency department any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"360","V3031","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the Emergency Department any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"361","V3031","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the hospital any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"362","V30B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""In order for the facility to earn your highest rating, what should the emergency department have done differently?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"363","V30B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""In order for the facility to earn your highest rating, what should the facility have done differently?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",4
"364","V30B","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""In order for the hospital to earn your highest rating, what should the hospital have done differently?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"365","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Please tell us about any good or bad experiences which occurred during <TS002> emergency department visit or about someone who excelled in servicing <TS102> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"366","V30D","(If yes, read) I'll tell you when to begin your comment. ""Please tell us about any good or bad experiences which occurred during <TS002> hospital stay or about someone who excelled in servicing your needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"367","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS102> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"368","V30D","(If yes, read) I'll tell you when to begin your comment. ""Please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing your needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES, ASK) Can I have you hold for one moment please?",1
"369","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Please tell us about any good or bad experiences which occurred during <TS002> visit or about someone who excelled in servicing your needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"370","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any good experiences which occurred during your emergency department visit or about someone who excelled in providing <TS002> care."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"371","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS102> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"372","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled on servicing <TS002> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"373","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any good or bad experiences which occurred during your hospital visit or about someone who excelled in servicing <TS002> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your comment. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"374","V30D","(IF YES, READ) I'll tell you when to begin your comment. ""Thinking of this visit, please tell us about any good or bad experiences which occurred during your visit or about someone who excelled in servicing <TS002> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedbak. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"375","V30D","(IF YES, READ) I'll tell you when to begin your comment. Please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS102> needs?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"376","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is ""Can you please tell us about any good or bad experiences which occurred during your hospital visit or about someone who excelled in servicing your needs?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"377","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is, "" Please tell us about any good or bad experiences which occurred during <TS002> visit or about someone who excelled in servicing <TS102> needs?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK ) Can I have you hold for one moment please?",1
"378","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Can you please tell us about any good or bad experiences which occurred during <TS002> hospital stay or someone who excelled in servicing <TS002> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"379","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Can you please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS002> needs?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"380","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS002> needs."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"381","V30D","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Please tell us about any good or bad experiences which occurred during <TS002> hospital visit or about someone who excelled in servicing <TS002> needs?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"382","V30E","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What experiences during this visit led you to respond to the overall rating question in the way you did?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"383","V30F","(IF YES READ): I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",10
"384","V30F","(IF YES READ): I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THEY ARE DONE, ASK) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, SAY) Can I have you hold for one moment please?",1
"385","V30F","(IF YES, READ) I'll tell you when to begin your comment. Please tell me when you are finished. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"386","V30F","(If yes, read) I'll tell you when to begin your comment. Please tell me when you are finished. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (If respondent does not inform you they are done, ask) Does that conclude your comment?",1
"387","V30F","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what <SC4> could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"388","V30F","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK ) Can I have you hold for one moment please?",1
"389","V30F","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",6
"390","V30F","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"391","V30F","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (If respondent does not inform you they are done, ask) Thank you for your feedback. Does that conclude your comment? (While system processes file say) Can I have you hold for one moment please?",1
"392","V30F1","(IF YES READ): I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what your provider could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"393","V31A","(IF YES READ): I'll tell you when to begin your comment. The question is, ""Thinking of this visit, please tell me about the person or department who you would like to recognize for providing exceptional care or service."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"394","V31A","(IF YES, READ) I'll tell you when to begin your comment. ""Please tell me about the person or department who you would like to recognize for providing exceptional care or service."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"395","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a person or department who you would like to recognize for providing exceptional care or service?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) : Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK): Can I have you hold for one moment please?",1
"396","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a person or department who you would like to recognize for providing exceptional care or service?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"397","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a person or department who you would like to recognize for providing exceptional care or service?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ)Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"398","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a person who you would like to recognize for providing exceptional care or service?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) : Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK): Can I have you hold for one moment please?",1
"399","V31A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, please tell me about the person or department who you would like to recognize for providing exceptional care or service."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) : Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
