"","Var1","Freq"
"232","How often did you feel that the care and services received during the visit were well coordinated? Would you say Never, Sometimes, Usually, or Always? INTERVIEWER, IF PROMPTED: By well coordinated, I mean that services are organized and managed well.",1
"233","How often did you feel the doctor really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",2
"234","How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",127
"235","How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually, or Always?",24
"236","How often did you feel the patient care staff really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",1
"237","How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",5
"238","How often was the customer service attendant courteous and helpful? Would you say Never, Sometimes, Usually or Always?",1
"239","How often was the patient care staff able to provide assistance when needed? Would you say Never, Sometimes, Usually or Always?",1
"240","How often was the patient care staff attentive to <TS002> emotional needs? Would you say Never, Sometimes, Usually or Always?",1
"241","How satisfied <TS010> with how well the staff explained test, treatments, and what to expect? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"242","How satisfied <TS010> with how well the staff explained tests, treatments, and what to expect? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"243","How satisfied <TS010> with the cleanliness of the facility? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"244","How satisfied <TS010> with the courtesy and friendliness of the registration staff? Would you say Very Satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"245","How satisfied were you with how clearly and completely <TS001> taught to use the equipment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"246","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied? If <TS001> not discharged to home, please let me know.",15
"247","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",25
"248","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied? If <TS001> not discharged to home, please let me know.",1
"249","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied? If <TS001> not discharged to home, please let me know.",1
"250","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",15
"251","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home?Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",1
"252","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied? If <TS001> not discharged to home, please let me know.",25
"253","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",21
"254","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",2
"255","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",44
"256","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know. ?",1
"257","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS020>were not discharged to home, please let me know.",1
"258","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",8
"259","How satisfied were you with how clearly the staff explained financial obligations and insurance matters? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"260","How satisfied were you with how clearly the staff explained financial obligations and insurance matters? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"261","How satisfied were you with how much <TS001> helped by this <SC4> visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"262","How satisfied were you with how much <TS001> helped by this <SC4> visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",4
"263","How satisfied were you with how much <TS001> helped by this <TSFAC> visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"264","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",38
"265","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",87
"266","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"267","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"268","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",25
"269","How satisfied were you with how much <TS001> helped by this emergency room visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"270","How satisfied were you with how much <TS001> helped by this emergency room visit? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"271","How satisfied were you with how often doctors checked on <TS003> to keep track of how you were doing? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? READ SCALE FOR EACH QUESTION. REPEAT QUESTION AND/OR SCALE AS NECESSARY.",1
"272","How satisfied were you with how often doctors checked on you to keep track of how you were doing? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? READ SCALE FOR EACH QUESTION. REPEAT QUESTION AND/OR SCALE AS NECESSARY.",1
"273","How satisfied were you with how often nurses checked on <TS003> and kept track of how <TS001> doing? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"274","How satisfied were you with how often nurses checked on <TS003> and kept track of how <TS023> doing? Would you say Very satisfied, Satisfied, Dissatisfied, Very dissatisfied?",1
"275","How satisfied were you with how often nurses checked on <TS003> and kept trackof how <TS001> doing? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"276","How satisfied were you with how quickly the registration process was completed? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"277","How satisfied were you with how quickly the registration process was completed? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? [IF NECESSARY, READ:] This is the initial process of signing in and filling out paperwork.",2
"278","How satisfied were you with how quickly the registration process was completed? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"279","How satisfied were you with how quickly the staff evaluated <TS002> medical condition upon arrival to the <TSFAC>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"280","How satisfied were you with how quickly the staff evaluated <TS002> medical condition upon arrival to the emergency room? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"281","How satisfied were you with how quickly the staff evaluated <TS002> medical condition upon arrival to the emergency room? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",2
"282","How satisfied were you with how quickly the staff evaluated <TS002> medical condition upon arrival to the emergency room? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"283","How satisfied were you with how the staff explained tests, treatments, and what to expect? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"284","How satisfied were you with how well the hospital met the needs of <TS002> family and friends (i.e seating, food, visiting hours.)? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"285","How satisfied were you with how well the staff explained tests, treatments, and what to expect? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"286","How satisfied were you with provisions for <TS002> privacy? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",5
"287","How satisfied were you with provisions for <TS002> privacy? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"288","How satisfied were you with the ability of the EMS crew to operate their equipment? Would you say Very satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"289","How satisfied were you with the amount of time the doctor spent with <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"290","How satisfied were you with the amount of time the doctors spent with <TS003> during the Emergency Department visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"291","How satisfied were you with the amount of time the doctors spent with <TS003>? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",40
"292","How satisfied were you with the amount of time the doctors spent with <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",82
"293","How satisfied were you with the amount of time the doctors spent with <TS003>? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"294","How satisfied were you with the amount of time the doctors spent with <TS003>? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"295","How satisfied were you with the amount of time the doctors spent with <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",25
"296","How satisfied were you with the amount of time the main providers of your medical care, which may have been a physician, nurse practitioner or physician assistant, spent with <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"297","How satisfied were you with the amount of time the providers spent with <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",5
"298","How satisfied were you with the cleanliness of the facility? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"299","How satisfied were you with the cleanliness of the facility? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",13
"300","How satisfied were you with the cleanliness of the facility? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"301","How satisfied were you with the cleanliness of the facility? Would you say Very Satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"302","How satisfied were you with the clinical skills demonstrated by the responding ambulance crew? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"303","How satisfied were you with the clinical skills demonstrated by the responding EMS crew? Would you say Very satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"304","How satisfied were you with the completeness and accuracy of information and the willingness of the hospital staff to answer <TS002> questions about finances? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"305","How satisfied were you with the concern and caring of <TS002> doctors? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"306","How satisfied were you with the condition of the area where <TS002> treatment was given, including cleanliness, temperature and appearance? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"307","How satisfied were you with the condition of the area where <TS002> treatment was given, including cleanliness, temperature and appearance? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"308","How satisfied were you with the coordination and teamwork of all the staff that took care of <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"309","How satisfied were you with the coordination and teamwork of all the staff that took care of <TS003>? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"310","How satisfied were you with the courtesy and friendliness of the registration staff? Would you say Very satisfied, Satisfied, Dissatisfied or very Dissatisfied?",1
"311","How satisfied were you with the courtesy and friendliness of the registration staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",30
"312","How satisfied were you with the courtesy and friendliness of the registration staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"313","How satisfied were you with the courtesy of radiology and lab staff performing tests? Would you say Very satified, Satisfied, Dissatisfied, or Very dissatisfied?",1
"314","How satisfied were you with the courtesy with which <TS002> family and friends were treated by the hospital staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"315","How satisfied were you with the courtesy with which your family and friends were treated by hospital staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"316","How satisfied were you with the courtesy with which your family and friends were treated by the hospital staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"317","How satisfied were you with the ease of getting registered, including the amount of time it took? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"318","How satisfied were you with the ease of getting registered, including the amount of time it took? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"319","How satisfied were you with the ease of getting registered, including the amount of time it took? Would you say Very Satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"320","How satisfied were you with the ease of getting registered, including the amount of time that it took? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"321","How satisfied were you with the effcience with which the ambulance call was handled? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"322","How satisfied were you with the effciency of the responding EMS crew? Would you say Very satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"323","How satisfied were you with the efficiency with which the ambulance call was handled? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"324","How satisfied were you with the EMS crew's explanation of procedures? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"325","How satisfied were you with the EMS crew's explanation of procedures? Would you say Very satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"326","How satisfied were you with the EMS crew's knowledge of <TS002> condition? Would you say Very satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"327","How satisfied were you with the equipment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"328","How satisfied were you with the explanation of medications and procedures? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"329","How satisfied were you with the friendliness of the ER admission clerk? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"330","How satisfied were you with the level of courtesy and respect shown by the ambulance crew? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"331","How satisfied were you with the overall quality of care and services <TS003> received during the visit/stay? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",2
"332","How satisfied were you with the overall quality of care and services <TS003> received during the visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"333","How satisfied were you with the overall quality of care and services <TS003> received during the visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"334","How satisfied were you with the overall quality of care and services <TS003> received during the visit? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"335","How satisfied were you with the overall quality of the laboratory services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",4
"336","How satisfied were you with the overall quality of the X-ray or radiology services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",10
"337","How satisfied were you with the overall registration process? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"338","How satisfied were you with the quality of care given to <TS003> by the person who gave <TS003> a breathing treatment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"339","How satisfied were you with the quality of care given to <TS003> by the person who gave <TS003> a breathing treatment? Would you say Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"340","How satisfied were you with the quality of the X-ray or radiology services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"341","How satisfied were you with the registration process? This is the point at which <TS002> insurance information was taken. Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",4
"342","How satisfied were you with the registration process? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"343","How satisfied were you with the registration process? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",6
"344","How satisfied were you with the registration process? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"345","How satisfied were you with the staff's sensitivity to <TS002> problems or concerns? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"346","How satisfied were you with the staff's sensitivity to <TS002> problems or concerns? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"347","How satisfied were you with the teamwork of the hospital staff who cared for <TS003>? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"348","How satisfied were you with the time it took to be discharged from the hospital and how efficiently it was handled? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"349","How satisfied were you with the total amount of time spent in (the) <SC4> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"350","How satisfied were you with the total amount of time spent in the <SC4> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"351","How satisfied were you with the total amount of time spent in the <TSFAC> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"352","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",38
"353","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",87
"354","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very Satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"355","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"356","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"357","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",24
"358","How satisfied were you with the total amount of time spent in the emergency room from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"359","How satisfied were you with the total amount of time spent in the emergency room from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"360","How satisfied were you with the willingness of hospital staff to answer <TS002> questions? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"361","I'll tell you when to begin your comment. The question is, ""What could have been done to keep <TS002> pain at a level that was acceptable to <TSAF1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"362","I would like to confirm that <TS001> treated by <SC4> in the Emergency Room at <SC1> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",2
"363","I would like to confirm that <TS001> treated in <MBOTX>'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",69
"364","I would like to confirm that <TS001> treated in <MBOTX> (PRONOUNCED: dih-Moyn)'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"365","I would like to confirm that <TS001> treated in <MBOTX> (PRONOUNCED: Flah-jhay)'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"366","I would like to confirm that <TS001> treated in <SC1>'s <SC4> by <SC4D> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"367","I would like to confirm that <TS001> treated in <SC1>'s <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",212
"368","I would like to confirm that <TS001> treated in <SC1>'s Emergency Department on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",4
"369","I would like to confirm that <TS001> treated in <SC4> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",2
"370","I would like to confirm that <TS001> treated in the Emergency Department on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"371","I would like to confirm that <TS001> treated in Trinity Health's Emergency Department by <SC4D> on <SCMTH> <SCDAY>, <SCYR>. Is that correct?",1
"372","If the need rose again, how likely would you be to return to Delano [PRONOUNCED: duh-lay-no] Regional Emergency Room? Would you be Very likely, Somewhat likely, Not too likely or Not at all likely?",1
"373","Overall how satisfied were you with the laboratory staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"374","Overall how satisfied were you with the X-Ray or radiology staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"375","Overall how satisfied were you with the X-ray Staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"376","Overall how satisfied were you with the X-Ray staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"377","Overall, how satisfied were you with the laboratory staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"378","Overall, how satisfied were you with the X-ray staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"379","Overall, how satisfied were you with the X-Ray staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"380","The mission of <SC1> is to demonstrate God's care by improving the health of people and communities through a ministry of physical, mental, and spiritual healing. How often did the hospital meet its mission? Would you say Never, Sometimes, Usually, or Always?",1
"381","The mission of Hackettstown Regional Medical Center is to demonstrate God's care by improving the health of people and communities through a ministry of physical, mental and spiritual healing. How often did the hospital meet its mission? Would you say Never, Sometimes, Usually, or Always?",1
"382","The mission of Washington Adventist Hospital is to demonstrate God's care by improving the health of people and communities through a ministry of physical, mental, and spiritual healing. How often did the hospital meet its mission? Would you say Never, Sometimes, Usually, or Always?",1
"383","Thinking of this visit, what one thing could the emergency department have done better?",1
"384","Using any number from 0 - 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the overall performance of the EMS crew?",1
"385","Using any number from 0 to 10, where 0 is the worst (emergency department/urgent care center) possible and 10 is the best (emergency department/urgent care center) possible, what number would you use to rate this emergency department?",2
"386","Using any number from 0 to 10, where 0 is the worst <SC4> possible and 10 is the best <SC4> possible, what number would you use to rate this <SC4>?",2
"387","Using any number from 0 to 10, where 0 is the worst <TSFAC> possible and 10 is the best <TSFAC> possible, what number would you use to rate this <TSFAC>?",2
"388","Using any number from 0 to 10, where 0 is the worst care possible and 10 is the best care possible, what number would you use to rate <TS002> care during this emergency room visit?",131
"389","Using any number from 0 to 10, where 0 is the worst emergency department possible and 10 is the best emergency department possible, what number would you use to rate <TS002> care during this emergency room visit?",1
"390","Using any number from 0 to 10, where 0 is the worst emergency department possible and 10 is the best emergency department possible, what number would you use to rate this emergency department?",153
"391","Using any number from 0 to 10, where 0 is the worst emergency room possible and 10 is the best emergency room possible, what number would you use to rate this emergency room?",3
"392","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate overall performance of the ambulance crew?",1
"393","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the (nurses/patient care staff) who treated <TS003>?",1
"394","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated <TS003> ?",1
"395","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated <TS003> during the Emergency Department visit?",1
"396","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated <TS003> during this visit/stay?",15
"397","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated <TS003> during this visit?",1
"398","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated <TS003>?",152
"399","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the Emergency Department staff who treated <TS003>?",1
"400","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated <TS003>?",159
"401","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the providers who treated <TS003>?",5
"402","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from the doctor who treated <TS003>?",2
"403","Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from the main providers of your medical care, which may have been a physician, nurse practitioner or physician assistant who treated <TS003> during this visit?",1
"404","Were you transported to the hospital by ambulance? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",2
"405","Were you transported to the hospital by amublance?",1
"406","When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?",134
"407","Would <TS003> like to be called by a hospital representative to further discuss any problems or concerns about the visit?",1
"408","Would <TS003> like to be called by a hospital representative to further discuss any problems or concerns about the visit? Please note that by responding ""Yes"" that you will be called by a hospital representative in regards to a problem or concern that you have. (IF YES, READ:) Please tell the hospital specifically what problems or concerns you have regarding that hospital visit and information on where the hospital can contact you.",1
"409","Would color coded uniforms make it easier to identify <TS002> nurse and other care givers?",1
"410","Would you like to be called by a hospital representative to further discuss this problem or concern? Please note that by responding ""Yes"" that you will be called by a hospital representative in regards to a problem or concern that you have. (IF YES, READ:) Please tell the hospital specifically what problems or concerns you have regarding that hospital visit and information on where the hospital can contact you. [INTERVIEWER NOTE: YOU MUST CAPTURE PROBLEM/CONCERN SO THAT HOSPITAL KNOWS REASON FOR CALLBACK]",1
"411","Would you recommend <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",1
"412","Would you recommend <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",2
"413","Would you recommend this <SC4> to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",2
"414","Would you recommend this <TSFAC> to your friends and family? Would you say Definitely no, Probably no, Probably yes, or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",1
"415","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes or Definitely yes?",7
"416","Would you recommend this emergency department to your friends and family? Would you say definitely no, probably no, probably yes or definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",35
"417","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, probably no, probably yes, or definitely yes?",10
"418","Would you recommend this emergency department to your friends and family? Would you say Definitely no, Probably no, Probably yes or Definitely yes? INTERVIEWER: IF THE PATIENT DOES NOT PROVIDE AN APPROPRIATE RESPONSE, PROBE BY REPEATING: Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",47
