SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24259,24259,24259,,"During your most recent visit, did clerks and receptionists at this provider's office treat you with courtesy and respect?","Helpful, Courteous, and Respectful Office Staff","Helpful, Courteous, And Respectful Office Staff"
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24251,24251,5870,H3J,"During your most recent visit, did this provider explain things in a way that was easy to understand?",How Well Providers Communicate With Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24253,24253,14087,H3FF,"During your most recent visit, did this provider give you easy to understand information about these health questions or concerns?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24254,24254,14088,H3D,"During your most recent visit, did this provider seem to know the important information about your medical history?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24255,24255,14089,H3CS,"During your most recent visit, did this provider show respect for what you had to say?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24256,24256,14090,H3AA,"During your most recent visit, did this provider spend enough time with you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,24261,24261,5869,H3O,"During your most recent visit, did this provider listen carefully to you?",How Well Providers Communicate with Patients,How Well Providers Communicate With Patients
154,Patient Insights - CG-CAHPS 12M (eSurvey),CG-CAHPS 12 Month,2625,2,19301,14092,5885,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?",Patients' Rating of the Provider,Patients' Rating of the Provider
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15836,15836,5871,H6A,How often is the resident's room and bathroom kept clean?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15837,15837,5872,H6O,How often is the area around the resident's room kept quiet at night?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15838,15838,14493,H6H,How often do you feel the resident is safe and secure in this facility?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15839,15839,5874,H4AP,How often does the resident get help using the bathroom or using a bedpan as soon as needed?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15840,15840,14496,H4U,"How satisfied are you with the assistance provided helping the resident with daily activities, such as dressing, eating and bathing?",Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15841,14171,14171,H7C,How satisfied are you with the overall quality of the food service?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15842,15842,14498,H4X,How satisfied are you with the activities offered by the facility?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15843,15843,14499,H4Z,How satisfied are you with how well the staff keeps you informed about the resident's health status?,Environment,ENVIRONMENT
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15830,15830,5863,H2C,How often does the staff treat the resident with courtesy and respect?,Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15831,15831,5864,H2O,How often does the staff listen carefully to the resident?,Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15832,15832,5865,H2J,How often does the staff explain things in a way that was easy for the resident to understand?,Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15833,15833,5866,H2AA,"After pressing the call button, how often does the resident get help as soon as needed?",Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15834,15834,13183,H2K,How often does the staff behave in a professional manner?,Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15835,15835,5876,H4AE,How often is the resident's pain well controlled?,Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15908,15908,11478,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the staff?",Long Term Care Providers,Long Term Care Providers
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15844,15844,5886,H17,Would you recommend this facility to your friends and family if they needed long-term care?,Overall Rating,Overall Rating
134,Patient Insights - Nursing Home,Nursing Home,1456,1,15910,15910,5885,H30,"Using any number from 0 to 10, where 0 is the worst long-term care facility possible and 10 is the best long-term care facility possible, what number would you use to rate this facility?",Overall Rating,Overall Rating
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14528,14528,15933,Y4AN,"In the last 12 months, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14530,14530,15934,Y4NC,"In the last 12 months, did anyone talk to you about whether to include your family or friends in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14531,14531,15935,Y11A,"In the last 12 months, were you told about self-help or support groups, such as consumer-run groups or 12-steps programs?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14532,14532,15936,Y11B,"In the last 12 months, were you given information about different kinds of counseling or treatment that are available?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14533,14533,15937,Y11C,"In the last 12 months, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14534,14534,15938,Y11D,"In the last 12 months, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14535,14535,14535,Y11M,"In the last 12 months, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14537,14537,15939,Y4BN,"In the last 12 months, as far as you know did anyone you went to for counseling or treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,14539,14539,14539,Y11R,"In the last 12 months, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16252,16252,5864,H2O,"In the last 12 months, how often did the people you went to for counseling or treatment listen carefully to you?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16253,16253,5865,H2J,"In the last 12 months, how often did the people you went to for counseling or treatment explain things in a way you could understand?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16254,15763,15763,H2CR,"In the last 12 months, how often did the people you went to for counseling or treatment show respect for what you had to say?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16255,15764,15764,H2AT,"In the last 12 months, how often did the people you went to for counseling or treatment spend enough time with you?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16256,15765,15765,H6DB,"In the last 12 months, how often did you feel safe when you were with the people you went to for counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16257,16257,15768,H2ZT,"In the last 12 months, how often were you involved as much as you wanted in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16258,16258,15784,H11C,"In the last 12 months, how much were you helped by the counseling or treatment you got?",Counseling and Treatment,Counseling and Treatment
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,16259,16259,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
77,Patient Insights - OP/Behavioral Health,Outpatient Behavioral,1494,1,15785,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all your counseling or treatment?",Overall Rating,Overall Rating
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11489,11489,11489,H3BC,How often did you feel the doctors really cared about you as a person?,Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11498,11498,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11490,11490,11490,H3A,How satisfied were you with the amount of time the doctors spent with you?,Doctors,Doctors
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11491,11491,11491,H5B,How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11493,11493,262,H7X,How satisfied were you with how much you were helped by this emergency department visit?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11492,11492,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,General ED Experience,General ED Experience
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11497,11497,5886,H17,Would you recommend this emergency department to your friends and family?,Overall Rating,Overall Rating
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11494,11494,5885,H30,"Using any number from 0 to 10, where 0 is the worst ED possible and 10 is the best ED possible,  what number would you use to rate this emergency department?",Overall Rating,Overall Rating
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11484,11484,11484,H2M,How often did the patient care staff show the proper sense of urgency in treating your medical problem?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11477,11477,11477,H5C,How often did the patient care staff do a good job of keeping you informed about delays in care or treatment?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11474,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11487,11487,5879,H4AM,"Before giving any new medicine, how often did patient care staff explain what the medicine was for?",Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11488,11488,11488,H2W,How often did you feel comfortable asking the patient care staff questions about your care and treatment in the emergency department?,Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11478,11478,11478,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated you?",Patient Care Staff,Patient Care Staff
18,Patient Insights - ED,ED-CAHPS Transition Survey,1522,1,11485,11485,11485,H4K,How often did you feel that the care and services received during the visit were well coordinated?,Patient Care Staff,Patient Care Staff
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15784,15784,15784,H11C,"During your stay, how much were you helped by the counseling or treatment you got?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15761,15761,5864,H2O,"During your stay, how often did the staff listen carefully to you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15762,15762,5865,H2J,"During your stay, how often did the staff explain things in a way you could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15763,15763,15763,H2CR,"During your stay, how often did the staff show respect for what you had to say?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15764,15764,15764,H2AT,"During your stay, how often did the staff spend enough time with you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15765,15765,15765,H6DB,"During your stay, how often did you feel safe when you were with the staff who provided your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15767,15767,15933,Y4AN,"During your stay, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15768,15768,15768,H2ZT,"During your stay, how often were you involved as much as you wanted in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15769,15769,15934,Y4NC,"During your stay, did anyone talk to you about whether to include your family or friends in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15770,15770,15935,Y11A,"Before you left the facility, were you told about self-help or support groups, such as consumer-run groups or 12-step programs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15771,15771,15936,Y11B,"Before you left the facility, were you given information about different kinds of counseling or treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15772,15772,15937,Y11C,"Before you left the facility, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15773,15773,15938,Y11D,"During your stay, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15774,15774,14535,Y11M,"During your stay, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15775,15775,15939,Y4BN,"During your stay, as far as you know, did anyone you went to for counseling or treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15777,15777,14539,Y11R,"During your stay, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1874,1,15785,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all your counseling or treatment?",Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15784,15784,15784,H11C,"During your stay, how much were you helped by the counseling or treatment you got?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15761,15761,5864,H2O,"During your stay, how often did the staff listen carefully to you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15762,15762,5865,H2J,"During your stay, how often did the staff explain things in a way you could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15763,15763,15763,H2CR,"During your stay, how often did the staff show respect for what you had to say?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15764,15764,15764,H2AT,"During your stay, how often did the staff spend enough time with you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15765,15765,15765,H6DB,"During your stay, how often did you feel safe when you were with the staff who provided your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15767,15767,15933,Y4AN,"During your stay, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15768,15768,15768,H2ZT,"During your stay, how often were you involved as much as you wanted in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15769,15769,15934,Y4NC,"During your stay, did anyone talk to you about whether to include your family or friends in your counseling or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15770,15770,15935,Y11A,"Before you left the facility, were you told about self-help or support groups, such as consumer-run groups or 12-step programs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15771,15771,15936,Y11B,"Before you left the facility, were you given information about different kinds of counseling or treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15772,15772,15937,Y11C,"Before you left the facility, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15773,15773,15938,Y11D,"During your stay, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15774,15774,14535,Y11M,"During your stay, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15775,15775,15939,Y4BN,"During your stay, as far as you know, did anyone you went to for counseling or treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15777,15777,14539,Y11R,"During your stay, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1956,1,15785,5885,5885,H30,"Using any number from 0 to 10, where 0 is the worst counseling or treatment possible and 10 is the best counseling or treatment possible, what number would you use to rate all your counseling or treatment?",Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19198,19198,16643,H4F,"How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for you?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19199,19199,5870,H3J,"During this stay, how often did doctors explain things in a way you could understand?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19200,19200,15715,H2BB,"How often did the staff treat you as a whole person, not just a medical condition?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19111,19111,5865,H2J,"During this stay, how often did the staff explain things in a way you could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19112,19112,5864,H2O,"During this stay, how often did the staff listen carefully to you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19113,15763,15763,H2CR,"During this stay, how often did the staff show respect for what you had to say?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19114,15764,15764,H2AT,"During this stay, how often did the staff spend enough time with you?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19115,15765,15765,H6DB,"During this stay, how often did you feel safe with the staff who provided treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19116,15768,15768,H2ZT,"During this stay, how often were you involved as much as you wanted in treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19118,15767,15933,Y4AN,"During this stay, were you told what side effects of those medicines to watch for?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19128,15769,15934,Y4NC,"During this stay, did anyone talk to you about whether to include family or friends in treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19129,15770,15935,Y11A,"Before leaving the facility, were you told about self-help or support groups, such as consumer-run groups or 12-step programs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19130,15771,15936,Y11B,"Before leaving the facility, were you given information about different kinds of treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19131,15772,15937,Y11C,"Before leaving the facility, were you given as much information as you wanted about what you could do to manage your condition?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19132,15773,15938,Y11D,"During this stay, were you given information about your rights as a patient?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19133,19133,14535,Y11M,"During this stay, did you feel you could refuse a specific type of medicine or treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19136,19136,14539,Y11R,"During this stay, was the care you received responsive to those needs?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19137,19137,15784,H11C,"During this stay, how much were you helped by the treatment provided?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,24906,24906,15575,,"During this stay, as far as you know, did anyone you went to for treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,23504,15766,14527,SC4AN,"During this stay, did you take any prescription medicines as a part of treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,23505,15776,14538,SC11R,"Does your language, race, religion, ethnic background or culture make any difference in the kind of treatment you need?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,19138,19138,5885,H30,"Using any number from 0 to 10, where 0 is the worst treatment possible and 10 is the best treatment possible, what number would you use to rate all of your treatment during this stay?",Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1992,1,15778,5886,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19204,19204,16643,H4F,"How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for your child?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19205,19205,5870,H3J,"During this stay, how often did doctors explain things in a way you or your child could understand?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19206,19206,15715,H2BB,"How often did the staff treat your child as a whole person, not just a medical condition?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19156,19156,5864,H2O,"During this stay, how often did the staff listen carefully to you or your child?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19174,19174,5865,H2J,"During this stay, how often did the staff explain things in a way you or your child could understand?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19175,15763,15763,H2CR,"During this stay, how often did the staff show respect for what you or your child had to say? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19176,15764,15764,H2AT,"During this stay, how often did the staff spend enough time with you or your child? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19177,15765,15765,H6DB,"During this stay, how often did you feel your child was safe?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19179,15767,15933,Y4AN,"During this stay, were you or your child told what side effects of those medicines to watch for? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19182,15770,15935,Y11A,"Before leaving the facility, were you or your child told about self-help, support groups or local resources?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19183,15771,15936,Y11B,"Before leaving the facility, were you or your child given information about different kinds of treatment that are available?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19184,15772,15937,Y11C,"Before leaving the facility, were you or your child given as much information as you wanted about what you could do to manage your child’s condition? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19185,15773,15938,Y11D,"During this stay, were you or your child given information about your rights as a patient? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19190,19190,15784,H11C,"During this stay, how much was your child helped by the treatment provided?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,23515,15766,14527,SC4AN,"During this stay, did your child take any prescription medicines as part of treatment? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,23516,23516,23516,,"During this stay, did anyone include you in your child’s treatment?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,23517,23517,14535,Y11M,"During this stay, did you or your child feel you could refuse a specific type of medicine or treatment? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,23518,15776,14538,SC11R,"Does your child’s language, race, religion, ethnic background or culture make any difference in the kind of counseling or treatment he or she needs? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,23519,23519,14539,Y11R,"During this stay, was the care your child received responsive to those needs? ",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,24907,24907,15575,,"During this stay, as far as you know, did anyone your child went to for treatment share information with others that should have been kept private?",Counseling and Treatment,Counseling and Treatment
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,19191,19191,5885,H30,"Using any number from 0 to 10, where 0 is the worst treatment possible and 10 is the best treatment possible, what number would you use to rate all of your child’s treatment during this stay?",Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1993,1,16259,16259,5886,H17,Would you recommend this facility to your friends and family?,Overall Rating,Overall Rating
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19229,19229,16643,H4F,"How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for you or your loved one?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19230,19230,5870,H3J,"During this stay, how often did doctors explain things in a way you could understand?",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19231,19231,15715,H2BB,"How often did the staff treat you or your loved one as a whole person, not just a medical condition? ",Additional Items,Additional Items
74,Patient Insights - IP/Behavioral Health,Inpatient Behavioral,1997,1,19211,19211,5864,H2O,"During this stay, how often did the staff listen carefully to you or your loved one?",Counseling and Treatment,Counseling and Treatment
