,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
641,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
642,2273_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
643,2273_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
644,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
645,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
646,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
647,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
648,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
649,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
650,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
651,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
652,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
653,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
654,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
655,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
656,2172_139,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
657,2172_139,PCMH-Adult,,Access To Care (PCMH),,,,
658,2172_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
659,2664_154,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,,
660,2664_154,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,,
661,2664_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
662,2664_154,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
663,2664_154,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,,
664,2664_154,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,,
665,2664_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
666,2664_154,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
667,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,,Single client - Add to White List
668,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,,Single client - Add to White List
669,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1da,,Single client - Add to White List
670,2664_154,CG-CAHPS 12 Month,Appointment Scheduling,,,h1db,,Single client - Add to White List
671,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,,Single client - Add to White List
672,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,,Single client - Add to White List
673,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9da,,Single client - Add to White List
674,2664_154,CG-CAHPS 12 Month,Timeliness of Care,,,h9db,,Single client - Add to White List
675,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
676,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
677,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
678,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
679,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
680,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
681,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
682,2664_154,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
683,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,,
684,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,,
685,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,,
686,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,,
687,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,,
688,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,,
689,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,,
690,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3j,,
691,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3o,,
692,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3ff,,
693,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3d,,
694,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3cs,,
695,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h3aa,,
696,2664_154,CG-CAHPS 12 Month,Provider Care/Communication,,,h4fc,,
697,2664_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
698,2664_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
699,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9h,,
700,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9c,,
701,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9h,,
702,2664_154,CG-CAHPS 12 Month,Office Staff,,,h9c,,
703,2664_154,CG-CAHPS 12 Month,Additional Items,,,h14,,
704,2664_154,CG-CAHPS 12 Month,Additional Items,,,h4d,,
705,2664_154,CG-CAHPS 12 Month,Additional Items,,,h2f,,
706,2664_154,CG-CAHPS 12 Month,Additional Items,,,h6dw,,
707,2664_154,CG-CAHPS 12 Month,Additional Items,,,h17,,
708,2664_154,CG-CAHPS 12 Month,Additional Items,,,h3at,,
709,2664_154,CG-CAHPS 12 Month,Additional Items,,,h14,,
710,2664_154,CG-CAHPS 12 Month,Additional Items,,,h4d,,
711,2664_154,CG-CAHPS 12 Month,Additional Items,,,h2f,,
712,2664_154,CG-CAHPS 12 Month,Additional Items,,,h6dw,,
713,2664_154,CG-CAHPS 12 Month,Additional Items,,,h17,,
714,2664_154,CG-CAHPS 12 Month,Additional Items,,,h3at,,
715,2664_154,CG-CAHPS 12 Month,Additional Item,,,h2bb,,
716,2664_154,CG-CAHPS 12 Month,Additional Item,,,h2bb,,
717,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
718,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
719,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
720,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
721,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
722,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
723,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
724,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
725,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
726,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
727,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
728,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
729,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
730,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
731,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
732,2582_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
733,2582_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
734,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19d,,
735,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19w,,
736,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19p,,
737,2232_154,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
738,2232_154,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
739,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
740,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
741,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
742,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
743,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
744,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
745,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
746,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
747,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
748,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
749,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
750,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
751,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
752,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
753,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
754,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
755,2259_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
756,2259_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
757,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19d,,
758,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19w,,
759,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19p,,
760,2625_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
761,2277_154,CG-CAHPS 12 Month,Patients' Rating of the Provider,,,,H30,Single client - Add to White List
762,2277_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,,H30,Single client - Add to White List
763,2277_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,Single client - Add to White List
764,2277_154,CG-CAHPS 12 Month,Overall Clinic Rating,,,h30c,,
765,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
766,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
767,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
768,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
769,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
770,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
771,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
772,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
773,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
774,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
775,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
776,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
777,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
778,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
779,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
780,2685_158,CG-CAHPS 12 Month,,"Getting Timely Appointments, Care, and Information",,,,
781,2685_158,CG-CAHPS 12 Month,,How Well Providers Communicate With Patients,,,,
782,2685_158,CG-CAHPS 12 Month,,"Helpful, Courteous, and Respectful Office Staff",,,,
783,2685_158,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
784,2685_158,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
785,2685_158,CG-CAHPS 12 Month,REGISTRATION/ACCESS ( C),,,h1db,,
786,2685_158,CG-CAHPS 12 Month,REGISTRATION/ACCESS ( C),,,h1ds,,
787,2685_158,CG-CAHPS 12 Month,REGISTRATION/ACCESS ( C),,,h9da,,
788,2685_158,CG-CAHPS 12 Month,DOCTORS ( C),,,h3j,,
789,2685_158,CG-CAHPS 12 Month,DOCTORS ( C),,,h3aa,,
790,2685_158,CG-CAHPS 12 Month,DOCTORS ( C),,,h3c,,
791,2685_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h2c,,
792,2685_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h9c,,
793,2685_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h6dw,,
794,2685_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h4d,,
795,2685_158,CG-CAHPS 12 Month,WAITING ( C),,,h5c,,
796,2685_158,CG-CAHPS 12 Month,WAITING ( C),,,h5de,,
797,2685_158,CG-CAHPS 12 Month,WAITING ( C),,,h5df,,
798,2685_158,CG-CAHPS 12 Month,BILLING/INSURANCE ( C),,,h10c,,
799,2685_158,CG-CAHPS 12 Month,DISCHARGE ( C),,,h3ff,,
800,2685_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h9dc,,
801,2685_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h17,,
802,2685_158,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
803,2685_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,h4fc,,
804,2685_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,h3db,,
805,2685_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,y4am1,,
806,2685_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fg,,
807,2685_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fh,,
808,2685_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19d,,
809,2685_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19w,,
810,2685_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19p,,
811,2572_158,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
812,2572_158,CG-CAHPS 12 Month,REGISTRATION/ACCESS ( C),,,h1ds,,
813,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
814,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h5dd,,,Single client - Add to White List
815,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
816,2572_158,CG-CAHPS 12 Month,DOCTORS ( C),,,h3c,,
817,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h2c,,
818,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h6dw,,
819,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h4d,,
820,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3cs,,,Single client - Add to White List
821,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3d,,,Single client - Add to White List
822,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3o,,,Single client - Add to White List
823,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5c,,
824,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5de,,
825,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5df,,
826,2572_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,h9h,,,
827,2572_158,CG-CAHPS 12 Month,BILLING/INSURANCE ( C),,,h10c,,
828,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h9dc,,
829,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h17,,
830,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h14,,
831,2572_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,h3db,,
832,2572_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,y4am1,,
833,2572_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fg,,
834,2572_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fh,,
835,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19d,,
836,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19w,,
837,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19p,,
838,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
839,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
840,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
841,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
842,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
843,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
844,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
845,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
846,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
847,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
848,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
849,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
850,2232_158,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
851,2232_158,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
852,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
853,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
854,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
855,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
856,2455_189,CG-CAHPS 12 Month Child,,Provider’s Attention to Your Child’s Growth and Development,,,,
857,2455_189,CG-CAHPS 12 Month Child,,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,
858,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3db,,
859,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dc,,
860,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dd,,
861,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3de,,
862,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3df,,
863,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3df1,,
864,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3n,,
865,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,h3jc,,
866,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,h3oc,,
867,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3nf,,
868,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dg,,
869,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dh,,
870,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dj,,
871,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dk,,
872,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dl,,
873,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3n,,
874,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3jc,,
875,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3oc,,
876,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3nf,,
877,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3n,,
878,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3jc,,
879,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3oc,,
880,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3nf,,
881,2498_155,CG-CAHPS Visit,,Patients' Rating of the Provider,,,,
882,2498_155,CG-CAHPS Visit,,Willingness to Recommend,,,,
883,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information (C)",,,,Y5DD,Single client - Add to White List
884,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,,,Y5DD,Single client - Add to White List
885,2498_155,CG-CAHPS Visit,Willingness to Recommend (C),,,h17et,,
886,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information (C)",,,y5dd,,Single client - Add to White List
887,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
888,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
889,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h5dd,,,Single client - Add to White List
890,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
891,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
892,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,,y5dd,,Single client - Add to White List
893,2249_163,CG-CAHPS 12 Month Child,Patients' Rating of the Provider,,,,H30,Single client - Add to White List
894,2249_163,CG-CAHPS 12 Month Child,Rating of Provider,,,,H30,Single client - Add to White List
895,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3aa,,,Single client - Add to White List
896,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3cs,,,Single client - Add to White List
897,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3d,,,Single client - Add to White List
898,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3ff,,,Single client - Add to White List
899,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3j,,,Single client - Add to White List
900,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3o,,,Single client - Add to White List
901,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3ja,,
902,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3oa,,
903,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3ffa,,
904,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3da,,
905,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3csa,,
906,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3aaa,,
907,2249_163,CG-CAHPS 12 Month Child,Follow-Up On Test Results,,h4fc,,,
908,2249_163,CG-CAHPS 12 Month Child,Follow-Up On Test Results,,,y4fc,,
909,2249_163,CG-CAHPS 12 Month Child,Rating of Provider,,,h30,,Single client - Add to White List
910,2249_163,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,h9c,,,
911,2249_163,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,h9h,,,
912,2249_163,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
913,2249_163,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
914,2221_18,ED,Registration,,,h1ba,,
915,2221_18,ED,Registration,,,h1ef,,
916,2221_18,ED,Registration,,,h6at,,
917,2221_18,ED,Registration,,,h1ba,,
918,2221_18,ED,Registration,,,h1ef,,
919,2221_18,ED,Registration,,,h6at,,
920,2221_18,ED,Patient Care Staff,,,h2j,,
921,2221_18,ED,Patient Care Staff,,,h2j,,
922,2221_18,ED,Quality And Patient Safety,,,h6da,,
923,2221_18,ED,Quality And Patient Safety,,,h6dw,,
924,2221_18,ED,Quality And Patient Safety,,,h6da,,
925,2221_18,ED,Quality And Patient Safety,,,h6dw,,
926,2559_18,ED-Transition,Survey Items,,,he1c,,
927,2559_18,ED-Transition,Survey Items,,,ye5d2,,
928,2559_18,ED-Transition,Survey Items,,,heam1,,
929,2559_18,ED-Transition,Survey Items,,,he4af,,
930,2559_18,ED-Transition,Survey Items,,,h3o,,
931,2559_18,ED-Transition,Survey Items,,,h3j,,
932,2559_18,ED-Transition,Survey Items,,,he11t,,
933,2559_18,ED-Transition,Survey Items,,,he3z,,
934,2559_18,ED-Transition,Survey Items,,,he2at,,
935,2559_18,ED-Transition,Survey Items,,,he3at,,
936,2559_18,ED-Transition,Survey Items,,,h30,,
937,2559_18,ED-Transition,Survey Items,,,h2o,,
938,2559_18,ED-Transition,Survey Items,,,h2j,,
939,2559_18,ED-Transition,Survey Items,,,h3c,,
940,2559_18,ED-Transition,Survey Items,,,h2c,,
941,2559_18,ED-Transition,Survey Items,,,h17,,
942,2229_18,ED,NPS,,,h17et,,
943,2563_18,ED-Transition,Survey Items,,,he1c,,
944,2563_18,ED-Transition,Survey Items,,,ye5d2,,
945,2563_18,ED-Transition,Survey Items,,,heam1,,
946,2563_18,ED-Transition,Survey Items,,,he4af,,
947,2563_18,ED-Transition,Survey Items,,,h17,,
948,2563_18,ED-Transition,Survey Items,,,he11t,,
949,2563_18,ED-Transition,Survey Items,,,he3z,,
950,2563_18,ED-Transition,Survey Items,,,he2at,,
951,2563_18,ED-Transition,Survey Items,,,he3at,,
952,2563_18,ED-Transition,Survey Items,,,h30,,
953,2563_18,ED-Transition,Survey Items,,,h2o,,
954,2563_18,ED-Transition,Survey Items,,,h2j,,
955,2563_18,ED-Transition,Survey Items,,,h3c,,
956,2563_18,ED-Transition,Survey Items,,,h2c,,
957,2563_18,ED-Transition,Survey Items,,,h3o,,
958,2563_18,ED-Transition,Survey Items,,,h3j,,
959,2521_18,ED,Patient Care Staff,,h4k,,,Single client - Add to White List
960,2521_18,ED,Patient Care Staff,,,h4nn,,
961,2521_18,ED,SCHEDULING/REGISTRATION,,,h1h,,
962,2521_18,ED,SCHEDULING/REGISTRATION,,,h1o,,
963,2521_18,ED,SCHEDULING/REGISTRATION,,,h10j,,
964,2521_18,ED,CARE FROM STAFF,,,h2a,,
965,2521_18,ED,CARE FROM STAFF,,,h4b,,
966,2521_18,ED,CARE FROM STAFF,,,h4aa,,
967,2521_18,ED,FACILITY,,,h6g,,
968,2521_18,ED,FACILITY,,,h6aa,,
969,2400_18,ED,Patient Care Staff,,,h4tc,,
970,2400_18,ED,Doctors,,h3bc,,,Email pending to CSM
971,2400_18,ED,Doctors,,h3,,,Email pending to CSM
972,2400_18,ED,Doctors,,,h2cd,,
973,2400_18,ED,Doctors,,,h32,,
974,2558_18,ED-Transition,Survey Items,,,he1c,,
975,2558_18,ED-Transition,Survey Items,,,ye5d2,,
976,2558_18,ED-Transition,Survey Items,,,heam1,,
977,2558_18,ED-Transition,Survey Items,,,he4af,,
978,2558_18,ED-Transition,Survey Items,,,h3o,,
979,2558_18,ED-Transition,Survey Items,,,h3j,,
980,2558_18,ED-Transition,Survey Items,,,he11t,,
981,2558_18,ED-Transition,Survey Items,,,he3z,,
982,2558_18,ED-Transition,Survey Items,,,he2at,,
