,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES
738,2400_18,ED,Patient Care Staff,,,h4tc,
739,2400_18,ED,Doctors,,h3bc,,
740,2400_18,ED,Doctors,,h3,,
741,2400_18,ED,Doctors,,,h2cd,
742,2400_18,ED,Doctors,,,h32,
743,2558_18,ED-Transition,Survey Items,,,he1c,
744,2558_18,ED-Transition,Survey Items,,,ye5d2,
745,2558_18,ED-Transition,Survey Items,,,heam1,
746,2558_18,ED-Transition,Survey Items,,,he4af,
747,2558_18,ED-Transition,Survey Items,,,h3o,
748,2558_18,ED-Transition,Survey Items,,,h3j,
749,2558_18,ED-Transition,Survey Items,,,he11t,
750,2558_18,ED-Transition,Survey Items,,,he3z,
751,2558_18,ED-Transition,Survey Items,,,he2at,
752,2558_18,ED-Transition,Survey Items,,,he3at,
753,2558_18,ED-Transition,Survey Items,,,h30,
754,2558_18,ED-Transition,Survey Items,,,h2o,
755,2558_18,ED-Transition,Survey Items,,,h2j,
756,2558_18,ED-Transition,Survey Items,,,h3c,
757,2558_18,ED-Transition,Survey Items,,,h2c,
758,2558_18,ED-Transition,Survey Items,,,h17,
759,2558_18,ED-Transition,Survey Items,,,he1c,
760,2558_18,ED-Transition,Survey Items,,,ye5d2,
761,2558_18,ED-Transition,Survey Items,,,heam1,
762,2558_18,ED-Transition,Survey Items,,,he4af,
763,2558_18,ED-Transition,Survey Items,,,h3o,
764,2558_18,ED-Transition,Survey Items,,,h3j,
765,2558_18,ED-Transition,Survey Items,,,he11t,
766,2558_18,ED-Transition,Survey Items,,,he3z,
767,2558_18,ED-Transition,Survey Items,,,he2at,
768,2558_18,ED-Transition,Survey Items,,,he3at,
769,2558_18,ED-Transition,Survey Items,,,h30,
770,2558_18,ED-Transition,Survey Items,,,h2o,
771,2558_18,ED-Transition,Survey Items,,,h2j,
772,2558_18,ED-Transition,Survey Items,,,h3c,
773,2558_18,ED-Transition,Survey Items,,,h2c,
774,2558_18,ED-Transition,Survey Items,,,h17,
775,2768_18,ED,Patient Care Staff,,,h4tc,
776,2768_18,ED,Doctors,,h3bc,,
777,2768_18,ED,Doctors,,h3,,
778,2768_18,ED,Doctors,,,h2cd,
779,2768_18,ED,Doctors,,,h32,
780,2343_18,ED,Registration,,,h1ba,
781,2343_18,ED,Registration,,,h1ef,
782,2353_18,ED,Patient Care Staff,,h4k,,
783,2353_18,ED,Patient Care Staff,,,h4nn,
784,2353_18,ED,SCHEDULING/REGISTRATION,,,h10j,
785,2353_18,ED,SCHEDULING/REGISTRATION,,,h1h,
786,2353_18,ED,SCHEDULING/REGISTRATION,,,h1o,
787,2353_18,ED,CARE FROM STAFF,,,h2a,
788,2353_18,ED,CARE FROM STAFF,,,h4b,
789,2353_18,ED,CARE FROM STAFF,,,h4aa,
790,2353_18,ED,FACILITY,,,h6aa,
791,2353_18,ED,FACILITY,,,h6g,
792,2289_18,ED,Patient Care Staff,,h2,,
793,2289_18,ED,Nurses,,,h2bc,
794,2289_18,ED,Counseling and Treatment,,,h2j,
795,2289_18,ED,Doctors,,h3,,
796,2289_18,ED,Doctors,,,h3j,
797,2566_18,ED-Transition,Survey Items,,,he1c,
798,2566_18,ED-Transition,Survey Items,,,ye5d2,
799,2566_18,ED-Transition,Survey Items,,,heam1,
800,2566_18,ED-Transition,Survey Items,,,he4af,
801,2566_18,ED-Transition,Survey Items,,,h17,
802,2566_18,ED-Transition,Survey Items,,,he11t,
803,2566_18,ED-Transition,Survey Items,,,he3z,
804,2566_18,ED-Transition,Survey Items,,,he2at,
805,2566_18,ED-Transition,Survey Items,,,he3at,
806,2566_18,ED-Transition,Survey Items,,,h30,
807,2566_18,ED-Transition,During Your Emergency Room Visit,,,he5d1,
808,2566_18,ED-Transition,During Your Emergency Room Visit,,,he71a,
809,2566_18,ED-Transition,During Your Emergency Room Visit,,,se4am,
810,2566_18,ED-Transition,During Your Emergency Room Visit,,,he4an,
811,2566_18,ED-Transition,During Your Emergency Room Visit,,,he12,
812,2566_18,ED-Transition,During Your Emergency Room Visit,,,ye7ef,
813,2566_18,ED-Transition,Suvey Items,,,h4f,
814,2566_18,ED-Transition,Suvey Items,,,ye8pc,
815,2566_18,ED-Transition,People Who Took Care Of You,,,h2c,
816,2566_18,ED-Transition,People Who Took Care Of You,,,h2o,
817,2566_18,ED-Transition,People Who Took Care Of You,,,h2j,
818,2566_18,ED-Transition,People Who Took Care Of You,,,h3c,
819,2566_18,ED-Transition,People Who Took Care Of You,,,h3j,
820,2566_18,ED-Transition,Leaving The Emergency Room,,,ye8ps,
821,2566_18,ED-Transition,Leaving The Emergency Room,,,heam2,
822,2566_18,ED-Transition,Leaving The Emergency Room,,,ye8a1,
823,2677_18,ED,,Likelihood to Recommend,,,
824,2677_18,ED,Survey Items,,,h3o,
825,2677_18,ED,Survey Items,,,h3j,
826,2677_18,ED,Survey Items,,,h17,
827,2677_18,ED,Experiences in ER,,,h4ae,
828,2677_18,ED,During Your Emergency Room Visit,,,h4afd,
829,2558_69,ED-Transition,Survey Items,,,h17,
830,2558_69,ED-Transition,Survey Items,,,h2c,
831,2558_69,ED-Transition,Survey Items,,,h3c,
832,2558_69,ED-Transition,Survey Items,,,h2j,
833,2558_69,ED-Transition,Survey Items,,,h2o,
834,2558_69,ED-Transition,Survey Items,,,h30,
835,2558_69,ED-Transition,Survey Items,,,he3at,
836,2558_69,ED-Transition,Survey Items,,,he2at,
837,2558_69,ED-Transition,Survey Items,,,he3z,
838,2558_69,ED-Transition,Survey Items,,,he11t,
839,2558_69,ED-Transition,Survey Items,,,h3j,
840,2558_69,ED-Transition,Survey Items,,,h3o,
841,2558_69,ED-Transition,Survey Items,,,he4af,
842,2558_69,ED-Transition,Survey Items,,,heam1,
843,2558_69,ED-Transition,Survey Items,,,ye5d2,
844,2558_69,ED-Transition,Survey Items,,,he1c,
845,2558_69,ED-Transition,Survey Items,,,h17,
846,2558_69,ED-Transition,Survey Items,,,h2c,
847,2558_69,ED-Transition,Survey Items,,,h3c,
848,2558_69,ED-Transition,Survey Items,,,h2j,
849,2558_69,ED-Transition,Survey Items,,,h2o,
850,2558_69,ED-Transition,Survey Items,,,h30,
851,2558_69,ED-Transition,Survey Items,,,he3at,
852,2558_69,ED-Transition,Survey Items,,,he2at,
853,2558_69,ED-Transition,Survey Items,,,he3z,
854,2558_69,ED-Transition,Survey Items,,,he11t,
855,2558_69,ED-Transition,Survey Items,,,h3j,
856,2558_69,ED-Transition,Survey Items,,,h3o,
857,2558_69,ED-Transition,Survey Items,,,he4af,
858,2558_69,ED-Transition,Survey Items,,,heam1,
859,2558_69,ED-Transition,Survey Items,,,ye5d2,
860,2558_69,ED-Transition,Survey Items,,,he1c,
861,1628_82,HH-CAHPS,Communication Between Providers And Patients,,h10a,,
862,1863_82,HH-CAHPS,Communication Between Providers And Patients,,h10a,,
863,1629_88,HH-CAHPS,Communication Between Providers And Patients,,h10a,,
864,2639_70,Hospice,,Providing Emotional Support,,,
865,2639_70,Hospice,,Providing Support for Religious and Spiritual Beliefs,,,
866,2639_70,Hospice,,Overall Rating,,,
867,2639_70,Hospice,,Willingness to Recommend,,,
868,2639_70,Hospice,Hospice Team Communication,,h2o,,
869,2639_70,Hospice,Hospice (Other Questions),,h4mh1,,
870,2639_70,Hospice,Hospice (Other Questions),,h4mh2,,
871,2501_70,Totally Custom,Hospice Staff,,,h2c,
872,2501_70,Totally Custom,Hospice Staff,,,h2j,
873,2501_70,Totally Custom,Hospice Staff,,,h2bd,
874,2501_70,Totally Custom,Hospice Staff,,,h4af,
875,2501_70,Totally Custom,Hospice Staff,,,h4zz,
876,2501_70,Totally Custom,Hospice Staff,,,h2k,
877,2501_70,Totally Custom,Hospice Staff,,,h4d,
878,2501_70,Totally Custom,Hospice Staff,,,h4s,
879,2501_70,Totally Custom,Hospice Staff,,,h4e,
880,2501_70,Totally Custom,Hospice Staff,,,h4g,
881,2501_70,Totally Custom,Overall Rating,,,h30,
882,2501_70,Totally Custom,Overall Rating,,,h17,
883,2799_70,Hospice,,Getting Timely Care,,,
884,2799_70,Hospice,,Treating Family Member with Respect,,,
885,2799_70,Hospice,,Getting Help for Symptoms,,,
886,2799_70,Hospice,,Information Continuity,,,
887,2799_70,Hospice,,Understanding the Side Effects of Pain Medication,,,
888,2799_70,Hospice,,Getting Hospice Care Training,,,
889,2799_70,Hospice,,Providing Support for Religious and Spiritual Beliefs,,,
890,2799_70,Hospice,Hospice (Other Questions),,h2zz5,,
891,2799_70,Hospice,Hospice (Other Questions),,h7hhs,,
892,2799_70,Hospice,Hospice Team Communication,,h2oh,,
893,2799_70,Hospice,Hospice Team Communication,,h2j,,
894,2799_70,Hospice,Hospice Team Communication,,h4aah,,
895,2799_70,Hospice,Hospice Team Communication,,h4yh,,
896,2053_126,ICH-CAHPS,,Global Ratings,,,
897,2053_126,ICH-CAHPS,Nephrologists' Overall Rating,,,h3,
898,2053_126,ICH-CAHPS,Dialysis Center Staff Overall Rating,,,h2ds,
899,2053_126,ICH-CAHPS,Overall Center Rating,,,h30,
900,2438_16,HCAHPS,,Communication with Nurses,,,
901,2438_16,HCAHPS,,Communication with Doctors,,,
902,2438_16,HCAHPS,,Responsiveness of Hospital Staff,,,
903,2438_16,HCAHPS,,Pain Management,,,
904,2438_16,HCAHPS,,Communication about Medicines,,,
905,2438_16,HCAHPS,,Discharge Information,,,
906,2438_16,HCAHPS,,Overall Rating of Hospital,,,
907,2438_16,HCAHPS,,Willingness to Recommend the Hospital,,,
908,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6A
909,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6O
910,2438_16,HCAHPS,Cleanliness of the Hospital Environment,,,,H6A
911,2438_16,HCAHPS,Quietness of the Hospital Environment,,,,H6O
912,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2c,
913,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2o,
914,2438_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2j,
915,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3c,
916,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3o,
917,2438_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3j,
918,2438_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h4ap,
919,2438_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h2aa,
920,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6a,
921,2438_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6o,
922,2438_16,HCAHPS,Pain Management (HCAHPS),,,h4ae,
923,2438_16,HCAHPS,Pain Management (HCAHPS),,,h4af,
924,2438_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4am,
925,2438_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4an,
926,2438_16,HCAHPS,Discharge Information (HCAHPS),,,y8aa,
927,2438_16,HCAHPS,Discharge Information (HCAHPS),,,y8ab,
928,2438_16,HCAHPS,Overall Rating of Hospital (HCAHPS),,,h30,
929,2438_16,HCAHPS,Willingness to Recommend the Hospital (HCAHPS),,,h17,
930,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h6dc,
931,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,d5ed,
932,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7ls,
933,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7a,
934,2438_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7c,
935,2438_16,HCAHPS,Frequency of Hourly Rounding,,,h2af,
936,2438_16,HCAHPS,Satisfaction with Hourly Rounding,,,h2af2,
937,2438_16,HCAHPS,Care From Nurses,,,h2ed,
938,2438_16,HCAHPS,Care From Doctors,,,h3ed,
939,2438_16,HCAHPS,Overall ED Rating,,,h30e,
940,2438_16,HCAHPS,Would Recommend ED,,,h17e,
941,2438_16,HCAHPS,Facts About Your Stay,,,sc10,
942,2438_16,HCAHPS,Facts About Your Stay,,,sc12,
943,2438_16,HCAHPS,Facts About Your Stay,,,sc15,
944,2438_16,HCAHPS,Facts About Your Stay,,,y2r,
945,2438_16,HCAHPS,Facts About Your Stay (Clean Hands),,,y6dw,
946,2438_16,HCAHPS,Your Satisfaction with This Hospital Stay (Discharge),,,y8ap,
947,2285_16,HCAHPS,Satisfaction Items,,,h1ab,
948,2285_16,HCAHPS,Satisfaction Items,,,h4va,
949,2285_16,HCAHPS,Satisfaction Items,,,h4ds,
950,2285_16,HCAHPS,Diet & Meals,,,h7ca,
951,2285_16,HCAHPS,Quality And Patient Safety,,,h6dw,
952,2285_16,HCAHPS,Quality And Patient Safety,,,h6da,
953,2886_16,HCAHPS,,Communication with Nurses,,,
954,2886_16,HCAHPS,,Communication with Doctors,,,
955,2886_16,HCAHPS,,Responsiveness of Hospital Staff,,,
956,2886_16,HCAHPS,,Pain Management,,,
957,2886_16,HCAHPS,,Communication about Medicines,,,
958,2886_16,HCAHPS,,Discharge Information,,,
959,2886_16,HCAHPS,,Overall Rating of Hospital,,,
960,2886_16,HCAHPS,,Willingness to Recommend the Hospital,,,
961,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6A
962,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,,H6O
963,2886_16,HCAHPS,Cleanliness of the Hospital Environment,,,,H6A
964,2886_16,HCAHPS,Quietness of the Hospital Environment,,,,H6O
965,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2c,
966,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2o,
967,2886_16,HCAHPS,Communication with Nurses (HCAHPS),,,h2j,
968,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3c,
969,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3o,
970,2886_16,HCAHPS,Communication with Doctors (HCAHPS),,,h3j,
971,2886_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h4ap,
972,2886_16,HCAHPS,Responsiveness of Hospital Staff (HCAHPS),,,h2aa,
973,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6a,
974,2886_16,HCAHPS,Cleanliness & Quietness of the Hospital Environment (HCAHPS),,,h6o,
975,2886_16,HCAHPS,Pain Management (HCAHPS),,,h4ae,
976,2886_16,HCAHPS,Pain Management (HCAHPS),,,h4af,
977,2886_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4am,
978,2886_16,HCAHPS,Communication about Medicines (HCAHPS),,,h4an,
979,2886_16,HCAHPS,Discharge Information (HCAHPS),,,y8aa,
980,2886_16,HCAHPS,Discharge Information (HCAHPS),,,y8ab,
981,2886_16,HCAHPS,Overall Rating of Hospital (HCAHPS),,,h30,
982,2886_16,HCAHPS,Willingness to Recommend the Hospital (HCAHPS),,,h17,
983,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h6dc,
984,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,d5ed,
985,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7ls,
986,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7a,
987,2886_16,HCAHPS,Your Satisfaction With This Hospital Stay,,,h7c,
988,2886_16,HCAHPS,Frequency of Hourly Rounding,,,h2af,
989,2886_16,HCAHPS,Satisfaction with Hourly Rounding,,,h2af2,
990,2886_16,HCAHPS,Care From Nurses,,,h2ed,
991,2886_16,HCAHPS,Care From Doctors,,,h3ed,
992,2886_16,HCAHPS,Overall ED Rating,,,h30e,
993,2886_16,HCAHPS,Would Recommend ED,,,h17e,
994,2886_16,HCAHPS,Facts About Your Stay,,,sc10,
995,2886_16,HCAHPS,Facts About Your Stay,,,sc12,
996,2886_16,HCAHPS,Facts About Your Stay,,,sc15,
997,2886_16,HCAHPS,Facts About Your Stay,,,y2r,
998,2886_16,HCAHPS,Facts About Your Stay (Clean Hands),,,y6dw,
999,2886_16,HCAHPS,Your Satisfaction with This Hospital Stay (Discharge),,,y8ap,
1000,2228_16,HCAHPS,Additional Items,,,h17et,
1001,2802_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,
1002,2802_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,
1003,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h3c,
1004,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,
1005,2802_74,Inpatient Behavioral,Counseling and Treatment,,,h3j,
1006,1992_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,
1007,1992_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,
1008,1992_74,Inpatient Behavioral,Additional Items,,,h4f,
1009,1992_74,Inpatient Behavioral,Additional Items,,,h3j,
1010,1992_74,Inpatient Behavioral,Additional Items,,,h2bb,
1011,1993_74,Inpatient Behavioral,,Willingness to Recommend,,,
1012,1993_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,
1013,1993_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,
1014,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,
1015,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,
1016,1993_74,Inpatient Behavioral,Would Recommend,,,h17,
1017,1993_74,Inpatient Behavioral,Additional Items,,,h4f,
1018,1993_74,Inpatient Behavioral,Additional Items,,,h3j,
1019,1993_74,Inpatient Behavioral,Additional Items,,,h2bb,
1020,1997_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,
1021,1997_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,
1022,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,
1023,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,
1024,1997_74,Inpatient Behavioral,Additional Items,,,h4f,
1025,1997_74,Inpatient Behavioral,Additional Items,,,h3j,
1026,1997_74,Inpatient Behavioral,Additional Items,,,h2bb,
1027,2390_74,Inpatient Behavioral,Counseling and Treatment,,,,H2O
1028,2390_74,Inpatient Behavioral,Additional Items,,,,H2O
1029,2390_74,Inpatient Behavioral,Additional Items,,,h2o,
1030,2390_74,Inpatient Behavioral,Additional Items,,,h3j,
1031,2798_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,
1032,2798_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,
1033,2798_74,Inpatient Behavioral,Counseling and Treatment,,,hc3j,
1034,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h3c,
1035,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,
1036,2838_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,
1037,2838_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,
1038,2838_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,
1039,2889_74,Inpatient Behavioral,Additional Items,,,h2bb,
1040,1559_72,Totally Custom,Your Care,,,h7cf,
1041,1559_72,Totally Custom,Your Care,,,h2j,
1042,1559_72,Totally Custom,Your Care,,,h2o,
1043,1559_72,Totally Custom,Your Care,,,h6o,
1044,1559_72,Totally Custom,Your Care,,,h7df,
1045,1559_72,Totally Custom,Your Care,,,h3c,
1046,1559_72,Totally Custom,Your Care,,,h2c,
1047,1559_72,Totally Custom,Your Care,,,h6a,
1048,1559_72,Totally Custom,Your Care,,,h3j,
1049,1559_72,Totally Custom,Your Care,,,h2aa,
1050,1559_72,Totally Custom,Your Care,,,h3o,
1051,1559_72,Totally Custom,Your Care,,,h12j,
1052,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4an,
1053,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4am,
1054,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4ap,
1055,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4ae,
1056,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4af,
1057,1559_72,Totally Custom,When You Left the Hospital,,,y8ab,
1058,1559_72,Totally Custom,When You Left the Hospital,,,y8aa,
1059,1559_72,Totally Custom,Overall Rating of Hospital,,,h30,
1060,1559_72,Totally Custom,Likelihood To Recommend,,,h17,
1061,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,hc2o,
1062,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,hc2j,
1063,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,h2wd,
1064,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,hc3o,
1065,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,hc3j,
1066,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,h3w,
1067,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2o,
1068,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2j,
1069,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2c,
1070,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3o,
1071,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3j,
1072,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3c,
1073,2842_76,Totally Custom,Helping Your Child Feel Comfortable,,,h4ww1,
1074,2842_76,Totally Custom,Keeping You Informed About Your Child’s Care,,,h3ah,
1075,2842_76,Totally Custom,Keeping You Informed About Your Child’s Care,,,h3fc,
1076,2842_76,Totally Custom,Responsiveness to the Call Button,,,h2aa,
1077,2842_76,Totally Custom,Preventing Mistakes and Helping You Report Concerns,,,h6da2,
1078,2842_76,Totally Custom,Paying Attention to Your Child’s Pain,,,h4af3,
1079,2842_76,Totally Custom,Cleanliness of Hospital Room,,,h6a,
1080,2842_76,Totally Custom,Quietness of Hospital Room,,,h6o,
1081,2842_76,Totally Custom,Preparing You and Your Child to Leave the Hospital,,,h8pr1,
1082,2842_76,Totally Custom,Preparing You and Your Child to Leave the Hospital,,,h8ps1,
1083,2842_76,Totally Custom,Communication About Your Child’s Medicines,,,h4am4,
1084,2842_76,Totally Custom,Communication About Your Child’s Medicines,,,h4an4,
1085,2842_76,Totally Custom,Overall Rating of Hospital,,,h30,
1086,2842_76,Totally Custom,Willingness to Recommend the Hospital,,,h17,
1087,1008_32,IP Rehab,,Willingness to Recommend to Hospital,,,
1088,1008_32,IP Rehab,Willingness to Recommend the Hospital,,,h17,
1089,2893_32,IP Rehab,,Willingness to Recommend to Hospital,,,
1090,2893_32,IP Rehab,Overall Rating,,,h17,
1091,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1092,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1093,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,
1094,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,
1095,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,
1096,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,
1097,2186_215,PCMH-Child,,Access To Care (PCMH),,,
1098,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,
1099,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,
1100,2186_215,PCMH-Child,,Access To Care (PCMH),,,
1101,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,
1102,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,
1103,2186_215,PCMH-Child,,Access To Care (PCMH),,,
1104,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,
1105,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,
1106,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL
1107,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL
1108,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL
1109,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,
1110,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,
1111,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,
1112,2186_215,PCMH-Child,Communication - Child Only,,,y3n,
1113,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,
1114,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,
1115,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,
1116,2186_215,PCMH-Child,Communication - Child Only,,,y3n,
1117,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,
1118,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,
1119,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,
1120,2186_215,PCMH-Child,Communication - Child Only,,,y3n,
1121,2186_215,PCMH-Child,Access to Care,,,h9dd,
1122,2186_215,PCMH-Child,Access to Care,,,h9dd,
1123,2186_215,PCMH-Child,Access to Care,,,h9dd,
1124,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,
1125,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,
1126,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,
1127,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,
1128,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,
1129,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,
1130,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,
1131,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,
1132,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,
1133,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,
1134,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,
1135,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,
1136,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,
1137,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,
1138,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,
1139,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,
1140,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,
1141,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,
1142,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,
1143,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,
1144,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,
1145,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,
1146,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,
1147,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,
1148,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,
1149,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,
1150,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,
1151,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,
1152,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,
1153,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,
1154,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,
1155,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,
