,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
1341,1992_74,Inpatient Behavioral,Additional Items,,,h3j,,
1342,1992_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1343,1993_74,Inpatient Behavioral,,Willingness to Recommend,,,,
1344,1993_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,,Single client - Add to White List
1345,1993_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
1346,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,,
1347,1993_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,,
1348,1993_74,Inpatient Behavioral,Would Recommend,,,h17,,
1349,1993_74,Inpatient Behavioral,Additional Items,,,h4f,,
1350,1993_74,Inpatient Behavioral,Additional Items,,,h3j,,
1351,1993_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1352,1997_74,Inpatient Behavioral,Counseling and Treatment,,h2zt,,,Single client - Add to White List
1353,1997_74,Inpatient Behavioral,Counseling and Treatment,,y4nc,,,Single client - Add to White List
1354,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc4an,,
1355,1997_74,Inpatient Behavioral,Counseling and Treatment,,,sc11r,,
1356,1997_74,Inpatient Behavioral,Additional Items,,,h4f,,
1357,1997_74,Inpatient Behavioral,Additional Items,,,h3j,,
1358,1997_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1359,2390_74,Inpatient Behavioral,Counseling and Treatment,,,,H2O,Single client - Add to White List
1360,2390_74,Inpatient Behavioral,Additional Items,,,,H2O,Single client - Add to White List
1361,2390_74,Inpatient Behavioral,Additional Items,,,h2o,,
1362,2390_74,Inpatient Behavioral,Additional Items,,,h3j,,
1363,2798_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
1364,2798_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
1365,2798_74,Inpatient Behavioral,Counseling and Treatment,,,hc3j,,
1366,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h3c,,
1367,2798_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,,
1368,2838_74,Inpatient Behavioral,Counseling and Treatment,,h6db,,,Single client - Add to White List
1369,2838_74,Inpatient Behavioral,Counseling and Treatment,,y4bn,,,Single client - Add to White List
1370,2838_74,Inpatient Behavioral,Counseling and Treatment,,,h6a,,
1371,2889_74,Inpatient Behavioral,Additional Items,,,h2bb,,
1372,1559_72,Totally Custom,Your Care,,,h7cf,,
1373,1559_72,Totally Custom,Your Care,,,h2j,,
1374,1559_72,Totally Custom,Your Care,,,h2o,,
1375,1559_72,Totally Custom,Your Care,,,h6o,,
1376,1559_72,Totally Custom,Your Care,,,h7df,,
1377,1559_72,Totally Custom,Your Care,,,h3c,,
1378,1559_72,Totally Custom,Your Care,,,h2c,,
1379,1559_72,Totally Custom,Your Care,,,h6a,,
1380,1559_72,Totally Custom,Your Care,,,h3j,,
1381,1559_72,Totally Custom,Your Care,,,h2aa,,
1382,1559_72,Totally Custom,Your Care,,,h3o,,
1383,1559_72,Totally Custom,Your Care,,,h12j,,
1384,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4an,,
1385,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4am,,
1386,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4ap,,
1387,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4ae,,
1388,1559_72,Totally Custom,Your Experiences in This Hospital,,,h4af,,
1389,1559_72,Totally Custom,When You Left the Hospital,,,y8ab,,
1390,1559_72,Totally Custom,When You Left the Hospital,,,y8aa,,
1391,1559_72,Totally Custom,Overall Rating of Hospital,,,h30,,
1392,1559_72,Totally Custom,Likelihood To Recommend,,,h17,,
1393,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,hc2o,,
1394,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,hc2j,,
1395,2842_76,Totally Custom,How Well Nurses Communicate With Your Child,,,h2wd,,
1396,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,hc3o,,
1397,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,hc3j,,
1398,2842_76,Totally Custom,How Well Doctors Communicate With Your Child,,,h3w,,
1399,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2o,,
1400,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2j,,
1401,2842_76,Totally Custom,Communication Between You and Your Child’s Nurses,,,h2c,,
1402,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3o,,
1403,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3j,,
1404,2842_76,Totally Custom,Communication Between You and Your Child’s Doctors,,,h3c,,
1405,2842_76,Totally Custom,Helping Your Child Feel Comfortable,,,h4ww1,,
1406,2842_76,Totally Custom,Keeping You Informed About Your Child’s Care,,,h3ah,,
1407,2842_76,Totally Custom,Keeping You Informed About Your Child’s Care,,,h3fc,,
1408,2842_76,Totally Custom,Responsiveness to the Call Button,,,h2aa,,
1409,2842_76,Totally Custom,Preventing Mistakes and Helping You Report Concerns,,,h6da2,,
1410,2842_76,Totally Custom,Paying Attention to Your Child’s Pain,,,h4af3,,
1411,2842_76,Totally Custom,Cleanliness of Hospital Room,,,h6a,,
1412,2842_76,Totally Custom,Quietness of Hospital Room,,,h6o,,
1413,2842_76,Totally Custom,Preparing You and Your Child to Leave the Hospital,,,h8pr1,,
1414,2842_76,Totally Custom,Preparing You and Your Child to Leave the Hospital,,,h8ps1,,
1415,2842_76,Totally Custom,Communication About Your Child’s Medicines,,,h4am4,,
1416,2842_76,Totally Custom,Communication About Your Child’s Medicines,,,h4an4,,
1417,2842_76,Totally Custom,Overall Rating of Hospital,,,h30,,
1418,2842_76,Totally Custom,Willingness to Recommend the Hospital,,,h17,,
1419,1008_32,IP Rehab,,Willingness to Recommend to Hospital,,,,
1420,1008_32,IP Rehab,Willingness to Recommend the Hospital,,,h17,,
1421,2893_32,IP Rehab,,Willingness to Recommend to Hospital,,,,
1422,2893_32,IP Rehab,Overall Rating,,,h17,,
1423,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1424,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1425,2165_166,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
1426,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1427,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1428,2165_166,PCMH-Adult,Access To Care (PCMH),,d1de,,,
1429,2165_166,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
1430,2165_166,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
1431,2165_166,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
1432,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1433,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1434,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1435,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1436,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1437,2165_166,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1438,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1439,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1440,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1441,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1442,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1443,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1444,2186_215,PCMH-Child,,Access To Care (PCMH),,,,
1445,2186_215,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
1446,2186_215,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
1447,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1448,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1449,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
1450,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1451,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1452,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1453,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1454,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1455,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1456,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1457,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1458,2186_215,PCMH-Child,Communication - Child Only,,,h3oc,,
1459,2186_215,PCMH-Child,Communication - Child Only,,,y3nf,,
1460,2186_215,PCMH-Child,Communication - Child Only,,,h3jc,,
1461,2186_215,PCMH-Child,Communication - Child Only,,,y3n,,
1462,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1463,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1464,2186_215,PCMH-Child,Access to Care,,,h9dd,,
1465,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1466,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1467,2186_215,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
1468,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1469,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1470,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1471,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1472,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1473,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1474,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
1475,2186_215,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
1476,2186_215,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
1477,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1478,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1479,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1480,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1481,2186_215,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
1482,2186_215,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
1483,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1484,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1485,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1486,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1487,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1488,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1489,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1490,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1491,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1492,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1493,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
1494,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
1495,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
1496,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
1497,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
1498,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1499,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1500,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1501,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1502,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
1503,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1504,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1505,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1506,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1507,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1508,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
1509,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1510,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
1511,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
1512,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
1513,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
1514,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
1515,2186_215,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
1516,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1517,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1518,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1519,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1520,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
1521,2186_215,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
1522,2186_215,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
1523,2186_215,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
1524,2186_215,PCMH-Child,Follow-Up On Test Results,,,h4fc,,
1525,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1526,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1527,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1528,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1529,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
1530,2186_215,PCMH-Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
1531,2812_152,NICU,Care From Nurses,,,h2j,,
1532,2812_152,NICU,Care From Nurses,,,h2c,,
1533,2812_152,NICU,Care From Nurses,,,h2o,,
1534,2812_152,NICU,Care From Doctors,,,h3c,,
1535,2812_152,NICU,Care From Doctors,,,h3o,,
1536,2812_152,NICU,Care From Doctors,,,h3j,,
1537,2812_152,NICU,Care From Doctors,,,h3cn,,
1538,2812_152,NICU,Care From Doctors,,,hcyx3,,
1539,2812_152,NICU,Likelihood To Recommend,,,h17,,
1540,2883_152,NICU,Care From Nurses,,,h2c,,
1541,2883_152,NICU,Care From Nurses,,,h2o,,
1542,2883_152,NICU,Care From Nurses,,,h2j,,
1543,2883_152,NICU,Care From Doctors,,,h3c,,
1544,2883_152,NICU,Care From Doctors,,,h3o,,
1545,2883_152,NICU,Care From Doctors,,,h3j,,
1546,2883_152,NICU,Care From Doctors,,,h3cn,,
1547,2883_152,NICU,Care From Doctors,,,hcyx3,,
1548,2883_152,NICU,Likelihood To Recommend,,,h17,,
1549,1456_134,Nursing Home,ENVIRONMENT,,,h6a,,
1550,1456_134,Nursing Home,ENVIRONMENT,,,h6o,,
1551,1456_134,Nursing Home,ENVIRONMENT,,,h6h,,
1552,1456_134,Nursing Home,ENVIRONMENT,,,h4ap,,
1553,1456_134,Nursing Home,ENVIRONMENT,,,h4u,,
1554,1456_134,Nursing Home,ENVIRONMENT,,,h7c,,
1555,1456_134,Nursing Home,ENVIRONMENT,,,h4x,,
1556,1456_134,Nursing Home,ENVIRONMENT,,,h4z,,
1557,2470_134,Nursing Home,ENVIRONMENT,,,h6o,,
1558,2470_134,Nursing Home,ENVIRONMENT,,,h6h,,
1559,2470_134,Nursing Home,ENVIRONMENT,,,h4ap,,
1560,2470_134,Nursing Home,ENVIRONMENT,,,h4u,,
1561,2470_134,Nursing Home,ENVIRONMENT,,,h7c,,
1562,2470_134,Nursing Home,ENVIRONMENT,,,h4x,,
1563,2470_134,Nursing Home,ENVIRONMENT,,,h4z,,
1564,2470_134,Nursing Home,ENVIRONMENT,,,h6aa,,
1565,1823_17,Outpatient,,Same Day Surgery,,,,
1566,1823_17,Outpatient,,Same Day Surgery,,,,
1567,1823_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1568,1823_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1569,1823_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1570,1823_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1571,1823_17,Outpatient,CARE FROM STAFF,,,h5c,,
1572,1823_17,Outpatient,CARE FROM STAFF,,,h2j,,
1573,1823_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1574,1823_17,Outpatient,CARE FROM STAFF,,,h2,,
1575,1823_17,Outpatient,CARE FROM STAFF,,,h2c,,
1576,1823_17,Outpatient,CARE FROM STAFF,,,h2o,,
1577,1823_17,Outpatient,CARE FROM STAFF,,,h5c,,
1578,1823_17,Outpatient,CARE FROM STAFF,,,h2j,,
1579,1823_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1580,1823_17,Outpatient,CARE FROM STAFF,,,h2,,
1581,1823_17,Outpatient,CARE FROM STAFF,,,h2c,,
1582,1823_17,Outpatient,CARE FROM STAFF,,,h2o,,
1583,1823_17,Outpatient,WAIT TIME,,,h5d,,
1584,1823_17,Outpatient,WAIT TIME,,,h5d,,
1585,1823_17,Outpatient,FACILITY,,,h6f,,
1586,1823_17,Outpatient,FACILITY,,,h6aa,,
1587,1823_17,Outpatient,FACILITY,,,h6f,,
1588,1823_17,Outpatient,FACILITY,,,h6aa,,
1589,1823_17,Outpatient,REHAB,,,h2z,,
1590,1823_17,Outpatient,REHAB,,,h2zb,,
1591,1823_17,Outpatient,REHAB,,,h2z,,
1592,1823_17,Outpatient,REHAB,,,h2zb,,
1593,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,,
1594,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,,
1595,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,,
1596,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,,
1597,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,,
1598,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,,
1599,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,,
1600,1823_17,Outpatient,SURGERY/PROCEDURE,,,h6da,,
1601,1823_17,Outpatient,SURGERY/PROCEDURE,,,h3,,
1602,1823_17,Outpatient,SURGERY/PROCEDURE,,,h7x,,
1603,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4af,,
1604,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4am,,
1605,1823_17,Outpatient,SURGERY/PROCEDURE,,,h4aa,,
1606,1823_17,Outpatient,SURGERY/PROCEDURE,,,h8a,,
1607,1475_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1608,1475_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1609,1475_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1610,1475_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1611,1475_17,Outpatient,CARE FROM STAFF,,,h2,,
1612,1475_17,Outpatient,CARE FROM STAFF,,,h2o,,
1613,1475_17,Outpatient,CARE FROM STAFF,,,h5c,,
1614,1475_17,Outpatient,CARE FROM STAFF,,,h2c,,
1615,1475_17,Outpatient,CARE FROM STAFF,,,h2j,,
1616,1475_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1617,1475_17,Outpatient,CARE FROM STAFF,,,h2,,
1618,1475_17,Outpatient,CARE FROM STAFF,,,h2o,,
1619,1475_17,Outpatient,CARE FROM STAFF,,,h5c,,
1620,1475_17,Outpatient,CARE FROM STAFF,,,h2c,,
1621,1475_17,Outpatient,CARE FROM STAFF,,,h2j,,
1622,1475_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1623,1475_17,Outpatient,WAIT TIME,,,h5d,,
1624,1475_17,Outpatient,WAIT TIME,,,h5d,,
1625,1475_17,Outpatient,FACILITY,,,h6f,,
1626,1475_17,Outpatient,FACILITY,,,h6aa,,
1627,1475_17,Outpatient,FACILITY,,,h6f,,
1628,1475_17,Outpatient,FACILITY,,,h6aa,,
1629,1475_17,Outpatient,REHAB,,,h2zb,,
1630,1475_17,Outpatient,REHAB,,,h2z,,
1631,1475_17,Outpatient,REHAB,,,h2zb,,
1632,1475_17,Outpatient,REHAB,,,h2z,,
1633,1475_17,Outpatient,SAME DAY SURGERY,,,h7x,,
1634,1475_17,Outpatient,SAME DAY SURGERY,,,h3,,
1635,1475_17,Outpatient,SAME DAY SURGERY,,,h4am,,
1636,1475_17,Outpatient,SAME DAY SURGERY,,,h8a,,
1637,1475_17,Outpatient,SAME DAY SURGERY,,,h4af,,
1638,1475_17,Outpatient,SAME DAY SURGERY,,,h4aa,,
1639,1475_17,Outpatient,SAME DAY SURGERY,,,h7x,,
1640,1475_17,Outpatient,SAME DAY SURGERY,,,h3,,
1641,1475_17,Outpatient,SAME DAY SURGERY,,,h4am,,
1642,1475_17,Outpatient,SAME DAY SURGERY,,,h8a,,
1643,1475_17,Outpatient,SAME DAY SURGERY,,,h4af,,
1644,1475_17,Outpatient,SAME DAY SURGERY,,,h4aa,,
1645,2219_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1646,2219_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1647,2219_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1648,2219_17,Outpatient,CARE FROM STAFF,,,h2,,
1649,2219_17,Outpatient,CARE FROM STAFF,,,h2c,,
1650,2219_17,Outpatient,CARE FROM STAFF,,,h2o,,
1651,2219_17,Outpatient,CARE FROM STAFF,,,h2j,,
1652,2219_17,Outpatient,CARE FROM STAFF,,,h5c,,
1653,2219_17,Outpatient,WAIT TIME,,,h5d,,
1654,2219_17,Outpatient,FACILITY,,,h6f,,
1655,2219_17,Outpatient,FACILITY,,,h6aa,,
1656,2219_17,Outpatient,REHAB,,,h2zb,,
1657,2219_17,Outpatient,REHAB,,,h2z,,
1658,2219_17,Outpatient,SAME DAY SURGERY,,,h7x,,
1659,2219_17,Outpatient,SAME DAY SURGERY,,,h4af,,
1660,2219_17,Outpatient,SAME DAY SURGERY,,,h4am,,
1661,2219_17,Outpatient,SAME DAY SURGERY,,,h4aa,,
1662,2219_17,Outpatient,SAME DAY SURGERY,,,h8a,,
1663,2219_17,Outpatient,SAME DAY SURGERY,,,h3,,
1664,2230_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1665,2230_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1666,2230_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1667,2230_17,Outpatient,CARE FROM STAFF,,,h2,,
1668,2230_17,Outpatient,CARE FROM STAFF,,,h2c,,
1669,2230_17,Outpatient,CARE FROM STAFF,,,h2o,,
1670,2230_17,Outpatient,CARE FROM STAFF,,,h2j,,
1671,2230_17,Outpatient,CARE FROM STAFF,,,h5c,,
1672,2230_17,Outpatient,WAIT TIME,,,h5d,,
1673,2230_17,Outpatient,FACILITY,,,h6f,,
1674,2230_17,Outpatient,FACILITY,,,h6aa,,
1675,2230_17,Outpatient,REHAB,,,h2zb,,
1676,2230_17,Outpatient,REHAB,,,h2z,,
1677,2230_17,Outpatient,SAME DAY SURGERY,,,h7x,,
1678,2230_17,Outpatient,SAME DAY SURGERY,,,h4af,,
1679,2230_17,Outpatient,SAME DAY SURGERY,,,h4am,,
1680,2230_17,Outpatient,SAME DAY SURGERY,,,h4aa,,
1681,2230_17,Outpatient,SAME DAY SURGERY,,,h8a,,
1682,2230_17,Outpatient,SAME DAY SURGERY,,,h3,,
1683,2230_17,Outpatient,NPS,,,h17et,,
1684,2487_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1685,2487_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1686,2487_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1687,2487_17,Outpatient,CARE FROM STAFF,,,h2,,
1688,2487_17,Outpatient,CARE FROM STAFF,,,h2c,,
1689,2487_17,Outpatient,CARE FROM STAFF,,,h2o,,
1690,2487_17,Outpatient,CARE FROM STAFF,,,h2j,,
1691,2487_17,Outpatient,CARE FROM STAFF,,,h5c,,
1692,2487_17,Outpatient,WAIT TIME,,,h5d,,
1693,2487_17,Outpatient,FACILITY,,,h6f,,
1694,2487_17,Outpatient,FACILITY,,,h6aa,,
1695,2487_17,Outpatient,REHAB,,,h2zb,,
1696,2487_17,Outpatient,REHAB,,,h2z,,
1697,2487_17,Outpatient,SAME DAY SURGERY,,,h7x,,
1698,2487_17,Outpatient,SAME DAY SURGERY,,,h4af,,
1699,2487_17,Outpatient,SAME DAY SURGERY,,,h4am,,
1700,2487_17,Outpatient,SAME DAY SURGERY,,,h4aa,,
1701,2487_17,Outpatient,SAME DAY SURGERY,,,h8a,,
1702,2487_17,Outpatient,SAME DAY SURGERY,,,h3,,
1703,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1mp,,
1704,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1h,,
1705,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1o,,
1706,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h10j,,
1707,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1d,,
1708,2522_17,Outpatient,SCHEDULING/REGISTRATION,,,h1b,,
1709,2522_17,Outpatient,CARE FROM STAFF,,,h4ww,,
1710,2522_17,Outpatient,CARE FROM STAFF,,,h2,,
1711,2522_17,Outpatient,CARE FROM STAFF,,,h2c,,
1712,2522_17,Outpatient,CARE FROM STAFF,,,h2o,,
1713,2522_17,Outpatient,CARE FROM STAFF,,,h2j,,
1714,2522_17,Outpatient,CARE FROM STAFF,,,h5c,,
1715,2522_17,Outpatient,CARE FROM STAFF,,,h2a,,
1716,2522_17,Outpatient,CARE FROM STAFF,,,h4b,,
1717,2522_17,Outpatient,CARE FROM STAFF,,,h4nn,,
1718,2522_17,Outpatient,WAIT TIME,,,h5d,,
1719,2522_17,Outpatient,FACILITY,,,h6f,,
1720,2522_17,Outpatient,FACILITY,,,h6aa,,
